ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,CreditHistory,Dependents,Education,EmploymentType,PropertyArea,MaritalStatus,Loan_Status
107324,8446,197733,36,0,3+,Not Graduate,Salaried,Rural,Married,0
24847,48867,409235,60,1,0,Graduate,Self Employed,Rural,Single,1
41155,51028,340834,240,0,0,Graduate,Salaried,Semiurban,Single,0
94671,60101,344977,84,1,2,Graduate,Self Employed,Urban,Single,1
131891,27200,152566,240,1,1,Graduate,Salaried,Semiurban,Single,1
98310,61465,121240,12,1,3+,Graduate,Salaried,Semiurban,Single,1
146691,39148,156898,36,1,3+,Not Graduate,Salaried,Semiurban,Married,1
49707,20698,389855,180,1,1,Graduate,Salaried,Semiurban,Single,1
96537,42470,259304,180,1,3+,Graduate,Salaried,Urban,Married,1
106155,51660,351167,84,0,3+,Not Graduate,Self Employed,Urban,Married,0
15281,53910,352353,84,1,0,Graduate,Salaried,Urban,Single,1
147130,35450,405734,240,1,3+,Not Graduate,Salaried,Semiurban,Married,1
91260,56463,398756,180,1,3+,Not Graduate,Salaried,Rural,Married,1
79178,33757,130522,180,1,3+,Graduate,Self Employed,Urban,Single,1
48997,78012,423798,180,1,1,Graduate,Self Employed,Semiurban,Married,1
134273,70247,195512,36,1,2,Not Graduate,Self Employed,Semiurban,Single,1
147311,72015,169107,180,0,0,Not Graduate,Self Employed,Semiurban,Single,1
141945,31390,451176,12,1,2,Not Graduate,Self Employed,Semiurban,Married,1
60272,56116,72462,180,1,3+,Graduate,Self Employed,Semiurban,Married,1
104393,13161,329965,12,1,3+,Graduate,Salaried,Semiurban,Single,1
76212,32152,470474,36,1,3+,Graduate,Salaried,Urban,Married,1
135030,20836,142889,84,1,2,Graduate,Salaried,Rural,Single,1
71503,66543,138952,300,0,1,Graduate,Self Employed,Urban,Single,1
21570,55648,243596,12,1,1,Not Graduate,Salaried,Urban,Single,1
83785,26331,465331,36,1,0,Graduate,Salaried,Semiurban,Single,1
24110,10763,430210,300,1,2,Graduate,Self Employed,Urban,Single,0
94141,69444,227505,300,1,1,Not Graduate,Salaried,Rural,Single,1
27115,19187,271576,180,1,0,Graduate,Salaried,Rural,Married,1
54062,11957,269393,36,1,3+,Graduate,Salaried,Semiurban,Single,1
37911,4379,391508,300,1,3+,Graduate,Self Employed,Rural,Married,1
119061,27959,382221,180,0,0,Not Graduate,Self Employed,Semiurban,Married,1
47556,27105,352788,240,1,1,Not Graduate,Salaried,Rural,Married,1
143335,877,374787,36,0,2,Graduate,Salaried,Rural,Single,0
16969,48353,325455,300,1,0,Graduate,Self Employed,Urban,Single,1
58753,51567,304084,84,0,1,Graduate,Self Employed,Rural,Married,1
136863,57913,179466,12,1,0,Not Graduate,Self Employed,Semiurban,Single,1
25225,2637,80531,240,1,1,Not Graduate,Self Employed,Rural,Married,1
138008,72778,64588,84,1,3+,Graduate,Salaried,Rural,Single,1
120823,42025,361560,60,1,0,Graduate,Self Employed,Urban,Single,1
28669,28742,193452,180,1,2,Graduate,Salaried,Semiurban,Single,1
139398,11831,223717,300,1,0,Graduate,Self Employed,Semiurban,Married,1
125677,46762,461034,12,1,3+,Not Graduate,Salaried,Semiurban,Married,1
63320,18830,211929,84,0,3+,Not Graduate,Self Employed,Urban,Married,0
140354,55044,71711,12,1,1,Graduate,Self Employed,Rural,Single,1
103009,73948,186169,60,1,3+,Not Graduate,Self Employed,Semiurban,Single,1
43625,69202,428492,120,0,1,Not Graduate,Salaried,Rural,Married,1
39089,37045,209465,180,0,3+,Graduate,Salaried,Rural,Married,0
51487,71051,334220,180,1,1,Graduate,Salaried,Rural,Married,1
125448,26627,396418,36,0,2,Graduate,Salaried,Urban,Single,0
65138,15198,369753,300,1,1,Graduate,Self Employed,Rural,Married,1
69061,69521,210389,180,1,1,Not Graduate,Self Employed,Urban,Single,1
116376,29475,108480,180,1,2,Graduate,Self Employed,Urban,Single,1
94134,19403,319188,84,0,1,Graduate,Salaried,Urban,Married,0
62055,3681,300309,240,1,1,Graduate,Self Employed,Semiurban,Single,1
34508,42292,105486,180,1,2,Graduate,Self Employed,Urban,Single,1
125169,5629,105162,180,1,3+,Not Graduate,Self Employed,Semiurban,Single,1
23125,77814,260359,300,0,0,Graduate,Salaried,Urban,Single,0
51059,8417,79882,60,1,1,Graduate,Salaried,Urban,Married,1
118409,34765,104078,240,1,3+,Not Graduate,Self Employed,Urban,Single,1
20704,74499,370878,60,1,0,Graduate,Salaried,Urban,Married,1
126279,56574,288680,300,1,2,Graduate,Salaried,Rural,Single,1
133516,27675,158730,12,0,1,Graduate,Self Employed,Rural,Married,1
129044,72267,224898,12,1,1,Not Graduate,Self Employed,Urban,Single,1
44165,40563,400129,180,1,2,Graduate,Salaried,Rural,Married,1
82203,11332,356172,180,1,1,Graduate,Salaried,Semiurban,Single,1
19114,19177,494547,36,1,0,Graduate,Self Employed,Rural,Married,0
51321,68447,148938,12,1,0,Not Graduate,Self Employed,Rural,Married,1
88297,57104,168319,84,1,2,Graduate,Self Employed,Rural,Married,1
111652,4951,82543,180,0,1,Graduate,Self Employed,Urban,Single,0
114304,28333,174279,84,1,3+,Graduate,Self Employed,Semiurban,Single,1
32772,21673,79362,180,1,1,Not Graduate,Self Employed,Urban,Married,1
118754,40870,470531,300,1,2,Not Graduate,Self Employed,Semiurban,Single,1
18712,71101,208818,84,1,3+,Graduate,Salaried,Urban,Married,1
147439,22821,453273,120,1,0,Graduate,Salaried,Rural,Married,1
130142,25494,292721,84,0,0,Not Graduate,Self Employed,Semiurban,Single,0
106736,74160,355059,240,1,3+,Graduate,Salaried,Rural,Single,1
66924,835,464277,12,1,3+,Not Graduate,Salaried,Semiurban,Single,1
18726,18646,363514,180,1,2,Not Graduate,Self Employed,Semiurban,Single,0
104152,77360,215229,12,1,1,Not Graduate,Self Employed,Urban,Single,1
42723,37335,423519,240,1,0,Graduate,Self Employed,Urban,Single,1
141969,69351,192394,240,1,1,Not Graduate,Salaried,Rural,Married,1
115494,2429,119812,84,1,0,Not Graduate,Self Employed,Rural,Married,1
50643,41950,346161,60,0,1,Graduate,Self Employed,Semiurban,Married,1
118896,60654,368936,60,1,0,Graduate,Salaried,Semiurban,Single,1
108680,68143,470958,240,1,1,Graduate,Self Employed,Urban,Married,1
111546,77527,278208,60,1,2,Not Graduate,Salaried,Urban,Single,1
94973,31099,441342,180,1,0,Not Graduate,Salaried,Urban,Single,1
78449,39385,329773,36,1,2,Graduate,Self Employed,Urban,Single,1
124834,35919,178614,120,1,0,Not Graduate,Self Employed,Urban,Married,1
40537,60782,451461,84,0,0,Graduate,Self Employed,Semiurban,Married,0
92576,71116,146950,36,0,0,Graduate,Salaried,Semiurban,Single,1
122522,72590,224942,60,1,1,Graduate,Self Employed,Rural,Married,1
37612,40387,114829,84,1,0,Graduate,Salaried,Semiurban,Single,1
21471,15823,295602,36,1,2,Graduate,Self Employed,Urban,Single,0
46348,46015,60588,12,1,1,Not Graduate,Self Employed,Semiurban,Married,1
16177,15339,443658,60,1,1,Not Graduate,Self Employed,Semiurban,Single,0
47779,3491,417424,300,1,0,Graduate,Self Employed,Semiurban,Single,1
36636,706,352865,36,1,3+,Not Graduate,Salaried,Rural,Single,0
96889,15728,218217,300,0,1,Not Graduate,Self Employed,Rural,Single,1
68551,6997,322743,180,1,0,Graduate,Self Employed,Semiurban,Married,1
61819,60408,384738,12,1,2,Not Graduate,Self Employed,Semiurban,Married,1
88770,58097,258502,60,1,3+,Not Graduate,Self Employed,Urban,Single,1
93714,38523,184011,120,1,1,Graduate,Salaried,Rural,Single,1
39596,25163,302856,240,0,3+,Not Graduate,Salaried,Urban,Single,0
79106,17718,334293,60,1,1,Not Graduate,Self Employed,Urban,Married,1
74182,39619,439760,300,1,3+,Not Graduate,Salaried,Semiurban,Married,1
102163,12126,247639,180,1,3+,Not Graduate,Self Employed,Semiurban,Married,1
54310,64926,191280,120,1,2,Not Graduate,Salaried,Semiurban,Married,1
71088,40633,247170,120,1,3+,Graduate,Self Employed,Urban,Married,1
143803,77654,421178,120,1,2,Graduate,Salaried,Urban,Single,1
51914,3317,230564,84,1,0,Graduate,Salaried,Urban,Married,1
125350,44980,70951,84,1,1,Graduate,Salaried,Semiurban,Married,1
60379,44115,229992,300,1,2,Graduate,Salaried,Semiurban,Single,1
61413,61646,96766,240,1,1,Not Graduate,Salaried,Semiurban,Married,1
22151,43158,369158,120,1,2,Not Graduate,Self Employed,Urban,Single,1
72716,55963,209423,240,0,1,Graduate,Salaried,Urban,Single,1
108747,47631,492602,12,1,2,Graduate,Self Employed,Rural,Married,1
136999,49316,137122,120,1,1,Graduate,Self Employed,Semiurban,Married,1
129793,59342,321452,36,1,0,Not Graduate,Self Employed,Urban,Married,1
123177,15504,371396,120,1,1,Not Graduate,Self Employed,Rural,Married,1
27289,68593,133211,300,1,0,Not Graduate,Self Employed,Urban,Single,1
101365,26660,471280,84,0,0,Not Graduate,Self Employed,Urban,Single,1
129014,37196,497095,84,1,0,Not Graduate,Self Employed,Semiurban,Married,1
87588,65938,176534,36,1,3+,Not Graduate,Self Employed,Rural,Single,1
78646,8605,58720,36,1,1,Graduate,Self Employed,Urban,Single,1
18654,57388,438348,60,1,3+,Not Graduate,Self Employed,Rural,Single,1
33743,55501,486156,12,1,3+,Graduate,Self Employed,Rural,Married,1
63368,53309,129993,12,1,1,Graduate,Salaried,Semiurban,Single,1
134735,27043,359257,300,1,0,Not Graduate,Self Employed,Rural,Single,1
134891,33635,361070,300,1,3+,Not Graduate,Self Employed,Semiurban,Single,1
122971,79315,481419,300,0,3+,Not Graduate,Self Employed,Semiurban,Married,1
27149,33132,269973,300,1,2,Not Graduate,Salaried,Semiurban,Single,1
115102,15366,448608,300,1,1,Not Graduate,Salaried,Rural,Single,1
74189,72107,75905,300,0,3+,Not Graduate,Self Employed,Urban,Single,1
86031,62580,254580,12,1,1,Not Graduate,Salaried,Semiurban,Single,1
57668,57889,100385,180,1,1,Not Graduate,Salaried,Urban,Single,1
103204,79553,80653,84,1,3+,Graduate,Self Employed,Rural,Single,1
52384,39236,141865,12,0,1,Graduate,Self Employed,Urban,Single,1
96929,4150,175813,300,1,0,Not Graduate,Salaried,Urban,Married,1
142959,19423,195871,60,1,3+,Graduate,Salaried,Semiurban,Married,1
91153,4137,241175,60,0,3+,Not Graduate,Self Employed,Semiurban,Married,1
90388,29992,298535,12,1,3+,Graduate,Self Employed,Semiurban,Married,1
46401,44921,65052,36,0,2,Graduate,Self Employed,Rural,Married,1
134503,79369,187116,60,1,2,Not Graduate,Self Employed,Urban,Married,1
142834,66917,200943,240,1,2,Not Graduate,Self Employed,Rural,Single,1
49084,73690,270375,36,0,2,Not Graduate,Self Employed,Rural,Married,0
125641,34235,463450,240,0,3+,Graduate,Salaried,Rural,Married,0
120111,78975,71381,84,1,0,Graduate,Self Employed,Rural,Married,1
51041,19122,198346,180,1,1,Not Graduate,Self Employed,Semiurban,Married,1
103920,23956,293234,60,0,1,Graduate,Salaried,Urban,Single,1
80681,63879,306017,36,1,3+,Not Graduate,Self Employed,Semiurban,Single,1
96571,58560,395252,300,0,0,Graduate,Self Employed,Semiurban,Single,0
142556,68685,285020,240,0,1,Not Graduate,Salaried,Rural,Single,0
41160,24660,99892,12,1,0,Graduate,Salaried,Semiurban,Married,1
32633,1168,231593,240,1,3+,Not Graduate,Self Employed,Urban,Single,1
32014,45124,403645,240,1,2,Not Graduate,Salaried,Rural,Married,1
95532,35897,264992,84,0,0,Not Graduate,Self Employed,Semiurban,Single,1
64104,15032,395535,120,0,1,Graduate,Self Employed,Rural,Married,0
92231,52797,330064,120,1,1,Not Graduate,Salaried,Urban,Married,1
83388,35294,328846,12,0,1,Graduate,Self Employed,Rural,Single,0
31014,43827,306216,84,1,2,Not Graduate,Self Employed,Semiurban,Single,1
107578,3516,314038,84,1,0,Not Graduate,Self Employed,Semiurban,Single,1
55390,19751,343129,300,1,0,Not Graduate,Self Employed,Urban,Single,1
38711,30373,209359,84,1,1,Graduate,Salaried,Urban,Single,1
106658,30270,308771,84,1,0,Graduate,Salaried,Rural,Single,1
72993,10386,175702,120,1,1,Graduate,Self Employed,Semiurban,Single,1
22421,64817,123527,36,1,0,Not Graduate,Self Employed,Urban,Married,1
32727,65184,196511,84,0,2,Graduate,Self Employed,Urban,Single,0
127418,79693,440820,36,1,2,Not Graduate,Self Employed,Semiurban,Married,1
19358,37879,275692,240,0,3+,Not Graduate,Self Employed,Urban,Married,0
80108,49597,354379,240,1,3+,Not Graduate,Salaried,Urban,Single,1
109018,39132,208731,84,1,3+,Not Graduate,Salaried,Semiurban,Married,1
139457,3626,337120,60,1,0,Not Graduate,Salaried,Urban,Single,1
46910,77065,285311,180,1,2,Graduate,Self Employed,Semiurban,Married,1
141888,55390,394787,60,1,2,Graduate,Self Employed,Semiurban,Single,1
70754,16645,248937,240,1,2,Not Graduate,Self Employed,Rural,Single,1
124847,54144,419775,180,1,1,Not Graduate,Salaried,Semiurban,Single,1
53467,13382,249378,60,0,0,Graduate,Self Employed,Urban,Single,1
48893,4025,106697,84,1,0,Not Graduate,Salaried,Rural,Single,1
91329,43226,120382,36,1,3+,Not Graduate,Self Employed,Rural,Married,1
46007,79380,328795,180,1,1,Not Graduate,Self Employed,Urban,Single,1
69253,69711,230116,120,1,1,Not Graduate,Self Employed,Rural,Single,1
27323,74710,64633,12,1,2,Graduate,Self Employed,Urban,Married,1
126335,3443,129164,180,0,3+,Not Graduate,Salaried,Rural,Single,0
127356,21395,312713,180,1,0,Graduate,Self Employed,Urban,Married,1
125944,10725,379653,120,1,1,Graduate,Self Employed,Semiurban,Single,1
31456,33461,173425,84,1,2,Graduate,Salaried,Semiurban,Married,1
46367,41115,413270,60,1,0,Graduate,Salaried,Rural,Single,1
69624,79790,300220,60,1,2,Not Graduate,Salaried,Rural,Single,1
83008,79557,439666,240,1,0,Not Graduate,Self Employed,Semiurban,Married,1
140926,71260,345182,36,1,2,Not Graduate,Self Employed,Urban,Married,1
130395,28690,230160,84,1,0,Graduate,Self Employed,Rural,Married,1
131492,1407,254249,120,0,3+,Graduate,Self Employed,Semiurban,Married,0
87240,73568,255538,84,1,0,Graduate,Salaried,Rural,Married,1
79315,58560,247865,84,0,0,Not Graduate,Salaried,Semiurban,Single,1
25756,47340,350282,60,0,0,Not Graduate,Salaried,Semiurban,Single,0
51378,17794,471973,120,1,2,Not Graduate,Salaried,Semiurban,Married,1
140703,19881,251466,300,0,1,Graduate,Salaried,Urban,Married,0
71549,49703,237223,12,0,0,Graduate,Self Employed,Rural,Married,1
88794,44354,422884,180,1,0,Not Graduate,Self Employed,Urban,Single,1
60113,78462,161174,60,0,3+,Graduate,Self Employed,Urban,Single,1
89069,14390,361416,120,1,0,Graduate,Salaried,Semiurban,Married,1
140541,27307,187980,36,0,3+,Not Graduate,Salaried,Urban,Single,1
24686,24502,454060,180,1,0,Graduate,Self Employed,Rural,Married,1
68363,22486,363599,180,1,2,Graduate,Self Employed,Rural,Single,1
112543,38258,118447,300,1,1,Not Graduate,Self Employed,Semiurban,Married,1
146733,57716,255599,300,1,1,Graduate,Self Employed,Semiurban,Married,1
110673,10748,389252,60,1,1,Graduate,Self Employed,Rural,Single,1
57828,62785,486282,240,0,2,Graduate,Self Employed,Rural,Single,1
63604,76050,276301,36,1,3+,Graduate,Salaried,Semiurban,Married,1
25526,22738,483220,60,1,1,Not Graduate,Self Employed,Urban,Married,1
83910,74231,350477,84,1,2,Not Graduate,Salaried,Rural,Single,1
40592,73606,433363,240,1,2,Graduate,Self Employed,Semiurban,Married,1
43982,41662,395173,120,0,0,Not Graduate,Salaried,Semiurban,Married,0
15207,15123,351841,300,1,3+,Not Graduate,Salaried,Rural,Married,0
103733,25616,329778,36,0,2,Not Graduate,Salaried,Semiurban,Married,1
139982,11182,437664,180,1,3+,Graduate,Self Employed,Rural,Married,1
83619,62013,336705,60,1,1,Graduate,Self Employed,Semiurban,Married,1
61479,31331,461249,300,1,1,Not Graduate,Self Employed,Semiurban,Single,1
96437,46098,105063,180,1,1,Not Graduate,Self Employed,Urban,Single,1
113540,26128,338065,36,1,0,Not Graduate,Salaried,Semiurban,Married,1
87982,31556,69340,300,1,0,Not Graduate,Self Employed,Rural,Married,1
117747,21876,112781,300,0,3+,Graduate,Self Employed,Rural,Single,1
63231,8949,327045,180,1,3+,Not Graduate,Self Employed,Urban,Married,1
44301,51962,60638,60,1,0,Graduate,Salaried,Rural,Single,1
33752,71206,481812,240,1,2,Graduate,Salaried,Semiurban,Single,1
113452,24099,267986,60,1,3+,Graduate,Self Employed,Urban,Married,1
136237,12716,356468,12,1,3+,Graduate,Self Employed,Rural,Married,1
71273,52611,400500,300,1,1,Graduate,Self Employed,Semiurban,Married,1
106878,38885,271668,180,0,3+,Graduate,Self Employed,Urban,Single,1
19895,53144,344786,12,1,3+,Graduate,Salaried,Semiurban,Single,1
134968,65220,75378,240,1,2,Not Graduate,Self Employed,Rural,Married,1
130700,7837,363011,12,1,3+,Graduate,Self Employed,Rural,Married,1
91559,49355,385830,180,1,2,Not Graduate,Salaried,Rural,Married,1
25699,47299,355019,36,1,1,Not Graduate,Self Employed,Rural,Single,1
24715,19159,168171,84,1,0,Not Graduate,Self Employed,Urban,Married,1
34169,51012,412205,240,1,1,Not Graduate,Self Employed,Rural,Single,1
133413,59305,264801,60,1,2,Not Graduate,Salaried,Urban,Married,1
134264,17106,114377,120,1,2,Graduate,Salaried,Urban,Married,1
20782,58123,310339,240,0,3+,Graduate,Self Employed,Semiurban,Single,0
139481,8720,104691,12,1,3+,Not Graduate,Self Employed,Rural,Single,1
50585,37661,361207,36,1,0,Not Graduate,Salaried,Semiurban,Single,1
45682,21120,141782,180,0,2,Not Graduate,Salaried,Semiurban,Single,1
144992,19790,309896,36,1,2,Graduate,Salaried,Semiurban,Single,1
99416,58655,128343,36,0,1,Not Graduate,Self Employed,Semiurban,Single,1
142810,59643,395215,180,0,0,Graduate,Salaried,Semiurban,Married,0
53067,47374,448708,120,1,1,Graduate,Salaried,Rural,Single,1
33073,42907,171399,180,1,3+,Not Graduate,Salaried,Semiurban,Married,1
51035,50071,81357,120,0,3+,Graduate,Self Employed,Urban,Married,1
105373,34812,344458,180,0,1,Graduate,Salaried,Urban,Married,0
98362,49570,491913,12,0,3+,Graduate,Self Employed,Rural,Single,0
105517,50901,120283,120,1,1,Not Graduate,Self Employed,Urban,Single,1
80450,60186,109567,12,0,2,Not Graduate,Self Employed,Semiurban,Married,1
25382,50251,359150,240,1,2,Not Graduate,Self Employed,Urban,Married,1
76929,65171,287778,120,1,3+,Not Graduate,Salaried,Semiurban,Married,1
113864,36160,191758,120,1,0,Not Graduate,Self Employed,Rural,Single,1
40169,19156,480665,180,1,2,Not Graduate,Self Employed,Urban,Married,1
102468,76208,111606,120,1,3+,Not Graduate,Self Employed,Urban,Single,1
49594,79980,331035,12,1,0,Not Graduate,Salaried,Urban,Married,1
60033,72320,495331,300,1,3+,Graduate,Salaried,Rural,Single,1
78133,17929,151732,240,1,1,Not Graduate,Salaried,Rural,Single,1
88861,66606,241791,300,1,3+,Graduate,Salaried,Urban,Married,1
46750,62559,479939,180,0,1,Graduate,Self Employed,Rural,Single,1
55461,54205,342021,60,1,2,Not Graduate,Self Employed,Semiurban,Married,1
93222,68475,299465,240,1,2,Graduate,Self Employed,Rural,Married,1
127020,64341,274589,300,1,3+,Graduate,Salaried,Urban,Married,1
39226,42863,64026,240,1,0,Not Graduate,Salaried,Semiurban,Married,1
21721,65439,332566,300,1,3+,Graduate,Salaried,Urban,Married,1
35609,7194,452460,12,0,3+,Not Graduate,Self Employed,Urban,Single,0
145513,71387,345625,300,0,2,Graduate,Self Employed,Urban,Married,1
119211,66214,401324,240,1,2,Graduate,Self Employed,Rural,Single,1
139865,29777,159384,60,1,3+,Not Graduate,Salaried,Urban,Married,1
89520,26183,302771,36,1,2,Graduate,Salaried,Semiurban,Married,1
79309,27445,108031,180,1,1,Graduate,Self Employed,Semiurban,Single,1
44984,67038,451737,36,1,3+,Not Graduate,Salaried,Semiurban,Married,1
133947,16198,444962,180,0,2,Not Graduate,Self Employed,Urban,Married,0
20901,21411,395271,240,1,3+,Graduate,Self Employed,Semiurban,Single,1
46055,50577,404398,180,0,2,Graduate,Salaried,Semiurban,Single,0
129099,15867,118232,300,1,1,Not Graduate,Self Employed,Semiurban,Married,1
26138,62501,193084,12,1,1,Graduate,Self Employed,Semiurban,Married,1
38429,14266,392368,60,1,3+,Not Graduate,Self Employed,Rural,Married,0
65200,39422,466673,180,1,1,Not Graduate,Self Employed,Urban,Married,1
116268,35208,286503,60,1,1,Not Graduate,Self Employed,Urban,Married,1
32347,31213,342104,180,0,2,Graduate,Salaried,Semiurban,Married,0
46822,7367,137695,60,1,3+,Graduate,Self Employed,Urban,Married,1
55108,79026,180066,36,1,2,Graduate,Salaried,Semiurban,Married,1
143955,35362,188982,12,1,2,Not Graduate,Self Employed,Semiurban,Married,1
22967,51588,314837,180,1,0,Graduate,Salaried,Semiurban,Single,1
125719,38285,165313,84,1,1,Not Graduate,Salaried,Urban,Single,1
26871,74755,459074,60,0,2,Graduate,Salaried,Rural,Married,0
43179,71846,78810,60,0,2,Not Graduate,Self Employed,Urban,Single,1
70099,36307,70092,300,1,2,Not Graduate,Salaried,Urban,Single,1
50262,19867,491916,84,0,1,Graduate,Self Employed,Rural,Married,0
93213,56523,108105,12,1,1,Not Graduate,Self Employed,Urban,Single,1
132407,6378,211577,60,1,1,Graduate,Salaried,Rural,Single,1
101269,76958,254300,12,0,3+,Graduate,Salaried,Semiurban,Single,0
